1.999600079984003437e-02,3.172854260253067856e-06
3.999200159968006874e-02,3.168931410735621507e-06
5.998800239952009616e-02,3.165013096443079385e-06
7.998400319936013747e-02,3.161099312564445546e-06
9.998000399920016490e-02,3.157190054293208661e-06
1.199760047990401923e-01,3.153285316827333546e-06
1.399720055988802336e-01,3.149385095369263703e-06
1.599680063987202749e-01,3.145489385125914125e-06
1.799640071985602885e-01,3.141598181308673404e-06
1.999600079984003298e-01,3.137711479133389764e-06
2.199560087982403711e-01,3.133829273820382916e-06
2.399520095980803847e-01,3.129951560594426692e-06
2.599480103979204260e-01,3.126078334684754977e-06
2.799440111977604673e-01,3.122209591325051543e-06
2.999400119976005086e-01,3.118345325753458097e-06
3.199360127974405499e-01,3.114485533212557340e-06
3.399320135972805357e-01,3.110630208949376354e-06
3.599280143971205770e-01,3.106779348215387450e-06
3.799240151969606183e-01,3.102932946266496310e-06
3.999200159968006596e-01,3.099090998363045375e-06
4.199160167966407009e-01,3.095253499769806220e-06
4.399120175964807422e-01,3.091420445755982944e-06
4.599080183963207280e-01,3.087591831595198617e-06
4.799040191961607693e-01,3.083767652565506715e-06
4.999000199960008106e-01,3.079947903949364014e-06
5.198960207958408519e-01,3.076132581033659815e-06
5.398920215956808377e-01,3.072321679109686294e-06
5.598880223955209345e-01,3.068515193473145706e-06
5.798840231953609203e-01,3.064713119424143182e-06
5.998800239952010172e-01,3.060915452267193084e-06
6.198760247950410029e-01,3.057122187311203333e-06
6.398720255948810998e-01,3.053333319869481340e-06
6.598680263947210856e-01,3.049548845259724686e-06
6.798640271945610714e-01,3.045768758804024515e-06
6.998600279944011682e-01,3.041993055828851552e-06
7.198560287942411540e-01,3.038221731665065425e-06
7.398520295940812508e-01,3.034454781647907885e-06
7.598480303939212366e-01,3.030692201116992646e-06
7.798440311937613334e-01,3.026933985416303687e-06
7.998400319936013192e-01,3.023180129894210076e-06
8.198360327934413050e-01,3.019430629903428703e-06
8.398320335932814018e-01,3.015685480801057735e-06
8.598280343931213876e-01,3.011944677948544004e-06
8.798240351929614844e-01,3.008208216711701225e-06
8.998200359928014702e-01,3.004476092460690506e-06
9.198160367926414560e-01,3.000748300570028822e-06
9.398120375924815528e-01,2.997024836418578853e-06
9.598080383923215386e-01,2.993305695389550673e-06
9.798040391921616354e-01,2.989590872870494554e-06
9.998000399920016212e-01,2.985880364253297153e-06
1.019796040791841607e+00,2.982174164934185748e-06
1.039792041591681704e+00,2.978472270313714683e-06
1.059788042391521801e+00,2.974774675796771726e-06
1.079784043191361675e+00,2.971081376792568320e-06
1.099780043991201772e+00,2.967392368714638744e-06
1.119776044791041869e+00,2.963707646980837145e-06
1.139772045590881966e+00,2.960027207013332877e-06
1.159768046390721841e+00,2.956351044238608812e-06
1.179764047190561937e+00,2.952679154087458794e-06
1.199760047990402034e+00,2.949011531994984678e-06
1.219756048790241909e+00,2.945348173400588705e-06
1.239752049590082006e+00,2.941689073747973501e-06
1.259748050389922103e+00,2.938034228485144198e-06
1.279744051189762200e+00,2.934383633064393184e-06
